(346, 5)
(346, 6)
(347, 3)
(350, 3)
(351, 4)
(352, 4)
(353, 3)
(354, 5)
(354, 6)
(356, 4)
(356, 5)
(356, 6)
(357, 3)
(360, 5)
(360, 6)
(362, 4)
(363, 5)
(364, 3)
(365, 5)
(365, 6)
(367, 6)
(368, 4)
(369, 3)
(370, 6)
(371, 6)
(372, 4)
(372, 5)
(373, 3)
(375, 3)
(375, 4)
(375, 5)
(375, 6)
(378, 4)
(378, 6)
(379, 3)
(381, 3)
(381, 4)
(384, 6)
(385, 6)
(386, 6)
(387, 3)
(387, 4)
(387, 5)
(390, 3)
(391, 4)
(391, 5)
(393, 3)
(394, 4)
(395, 5)
(395, 6)
(396, 4)
(396, 5)
(399, 3)
(400, 5)
(401, 4)
(401, 6)
(402, 3)
(404, 3)
(404, 6)
(406, 3)
(406, 4)
(406, 5)
(406, 6)
(409, 3)
(409, 4)
(409, 6)
(413, 3)
(414, 4)
(415, 4)
(416, 4)
(417, 5)
(418, 3)
(419, 4)
(420, 3)
(420, 4)
(420, 5)
(423, 5)
(424, 6)
(425, 3)
(425, 4)
(427, 5)
(428, 4)
(429, 5)
(430, 5)
(431, 4)
(431, 6)
(433, 4)
(433, 5)
(433, 6)
(434, 3)
(437, 3)
(438, 3)
(438, 6)
(440, 4)
(441, 5)
(442, 3)
(443, 3)
(444, 4)
(445, 6)
(446, 4)
(446, 5)
(446, 6)
(448, 3)
(449, 4)
(449, 5)
(451, 3)
(452, 4)
(452, 6)
(455, 3)
(455, 6)
(457, 4)
(457, 5)
(459, 3)
(460, 3)
(460, 4)
(462, 3)
(462, 5)
(464, 5)
(465, 4)
(466, 4)
(466, 5)
(466, 6)
(468, 3)
(470, 5)
(471, 4)
(471, 5)
(471, 6)
(474, 4)
(474, 6)
(476, 3)
(476, 4)
(478, 3)
(479, 5)
(480, 6)
(481, 3)
(482, 4)
(483, 4)
(483, 5)
(483, 6)
(486, 3)
(487, 6)
(488, 3)
(488, 5)
(490, 3)
(491, 5)
(492, 4)
(492, 5)
(492, 6)
(494, 3)
(496, 3)
(497, 6)
(498, 5)
(499, 4)
(500, 5)
(501, 4)
(502, 5)
(502, 6)
(504, 3)
(505, 6)
(506, 3)
(507, 4)
(507, 6)
(508, 3)
(510, 4)
(510, 5)
(510, 6)
(513, 3)
(514, 6)
(515, 5)
(516, 5)
(516, 6)
(517, 3)
(518, 4)
(520, 4)
(521, 5)
(522, 5)
(523, 5)
(524, 6)
(525, 6)
(526, 4)
(526, 5)
(526, 6)
(529, 3)
(530, 4)
(530, 6)
(531, 3)
(533, 3)
(533, 4)
(536, 6)
(537, 3)
(538, 6)
(539, 4)
(539, 5)
(539, 6)
(542, 5)
(543, 6)
(544, 3)
(544, 4)
(544, 6)
(547, 5)
(548, 4)
(548, 6)
(550, 3)
(551, 5)
(552, 4)
(554, 3)
(555, 4)
(555, 6)
(556, 5)
(557, 5)
(559, 5)
(559, 6)
(560, 6)
(562, 4)
(563, 3)
(563, 4)
(563, 6)
(566, 4)
(567, 5)
(567, 6)
(569, 3)
(569, 5)
(570, 4)
(570, 6)
(573, 3)
(573, 5)
(575, 4)
(576, 5)
(576, 6)
(577, 3)
(577, 6)
(580, 3)
(580, 4)
(580, 6)
(583, 4)
(583, 6)
(585, 5)
(585, 6)
(587, 3)
(588, 4)
(588, 6)
(590, 5)
(590, 6)
(591, 4)
(593, 3)
(594, 4)
(595, 4)
(596, 6)
(597, 5)
(597, 6)
(598, 4)
(598, 6)
(599, 3)
(602, 6)
(603, 6)
(604, 5)
(604, 6)
(606, 3)
(607, 6)
(608, 6)
(609, 6)
(610, 3)
(611, 3)
(612, 3)
(612, 5)
(613, 3)
(613, 6)
(616, 3)
(616, 4)
(616, 6)
(619, 3)
(619, 5)
(620, 4)
(620, 6)
(623, 3)
(623, 5)
(624, 4)
(624, 6)
(626, 3)
(627, 6)
(628, 3)
(628, 5)
(630, 4)
(632, 6)
(633, 3)
(634, 3)
(635, 4)
(636, 4)
(637, 3)
(638, 4)
(638, 5)
(640, 3)
(640, 6)
(641, 5)
(642, 4)
(643, 3)
(644, 5)
(645, 3)
(645, 4)
(647, 5)
(648, 5)
(649, 6)
(651, 5)
(651, 6)
(653, 3)
(653, 4)
(653, 5)
(653, 6)
(656, 5)
(657, 3)
(657, 4)
(660, 5)
(661, 3)
(661, 4)
(661, 6)
(665, 3)
(665, 4)
(665, 5)
(666, 6)
(669, 3)
(669, 4)
(671, 4)
(671, 5)
(672, 5)
(673, 5)
(675, 5)
(675, 6)
(676, 4)
(677, 3)
(677, 5)
(678, 4)
(678, 6)
(681, 3)
(683, 3)
(683, 6)
(684, 4)
(686, 4)
(686, 5)
(687, 3)
(688, 4)
(689, 5)
(690, 4)
(690, 6)
(691, 3)
(694, 4)
(694, 6)
(695, 3)
(695, 5)
(698, 6)
(699, 5)
(699, 6)
(700, 3)
(701, 5)
(702, 4)
(704, 3)
(704, 4)
(704, 5)
(705, 4)
(708, 4)
(708, 6)
(710, 3)
(710, 6)
(712, 5)
(712, 6)
(713, 6)
(715, 6)
(716, 3)
(716, 6)
(717, 6)
(718, 5)
(719, 4)
(719, 6)
(720, 3)
(723, 3)
(723, 6)
(725, 3)
(725, 4)
(726, 3)
(726, 5)
(728, 3)
(729, 5)
(731, 4)
(732, 3)
(732, 5)
(732, 6)
(733, 6)
(735, 5)
(736, 6)
(738, 4)
(739, 3)
(739, 4)
(740, 5)
(742, 5)
(742, 6)
(743, 3)
(743, 6)
(744, 3)
(744, 4)
(744, 5)
(749, 6)
(750, 4)
(751, 4)
(752, 3)
(752, 4)
(753, 5)
(754, 3)
(755, 5)
(756, 4)
(756, 6)
(758, 3)
(759, 5)
(760, 4)
(761, 6)
(763, 5)
(763, 6)
(765, 4)
(766, 5)
(766, 6)
(767, 3)
(768, 5)
(769, 3)
(769, 4)
(769, 6)
(773, 6)
(774, 3)
(774, 6)
(776, 3)
(776, 6)
(777, 5)
(779, 3)
(779, 5)
(779, 6)
(780, 4)
(780, 6)
(783, 3)
(783, 5)
(784, 4)
(784, 6)
(788, 6)
(789, 4)
(790, 4)
(790, 5)
(792, 4)
(792, 6)
(794, 4)
(794, 5)
(795, 5)
(796, 3)
(798, 4)
(798, 5)
(800, 4)
(800, 6)
(802, 3)
(802, 6)
(804, 5)
(804, 6)
(805, 5)
(806, 4)
(808, 3)
(808, 4)
(808, 5)
(809, 4)
(812, 6)
(813, 4)
(813, 5)
(814, 5)
(815, 6)
(816, 3)
(816, 5)
(817, 4)
(817, 6)
(821, 5)
(821, 6)
(823, 4)
(824, 4)
(824, 5)
(825, 3)
(827, 3)
(827, 4)
(829, 3)
(829, 6)
(830, 5)
(832, 4)
(833, 4)
(833, 6)
(835, 4)
(836, 4)
(837, 3)
(837, 5)
(837, 6)
(838, 4)
(838, 6)
(841, 5)
(842, 5)
(843, 5)
(844, 3)
(845, 3)
(846, 3)
(847, 4)
(847, 6)
(850, 4)
(851, 4)
(851, 5)
(852, 6)
(854, 4)
(855, 3)
(855, 6)
(856, 3)
(857, 5)
(857, 6)
(858, 4)
(858, 5)
(862, 4)
(862, 6)
(864, 3)
(864, 6)
(866, 3)
(866, 6)
(867, 5)
(868, 4)
(868, 6)
(870, 5)
(871, 3)
(872, 5)
(874, 5)
(874, 6)
(875, 6)
(877, 4)
(878, 4)
(878, 5)
(880, 4)
(880, 5)
(882, 3)
(882, 6)
(883, 6)
(884, 5)
(886, 3)
(886, 6)
(887, 4)
(889, 6)
(890, 4)
(890, 5)
(892, 4)
(892, 5)
(894, 3)
(894, 6)
(895, 3)
(895, 5)
(896, 4)
(896, 6)
(899, 3)
(900, 5)
(901, 5)
(902, 3)
(903, 3)
(904, 5)
(905, 6)
(907, 5)
(907, 6)
(908, 6)
(909, 6)
(911, 3)
(911, 4)
(912, 5)
(912, 6)
(913, 3)
(913, 4)
(917, 3)
(917, 5)
(917, 6)
(918, 4)
(918, 6)
(921, 5)
(922, 5)
(924, 3)
(924, 6)
(926, 3)
(926, 4)
(927, 3)
(927, 5)
(928, 4)
(928, 6)
(931, 3)
(933, 4)
(934, 3)
(934, 6)
(936, 4)
(937, 4)
(938, 3)
(938, 6)
(939, 5)
(941, 6)
(942, 3)
(942, 6)
(943, 3)
(945, 5)
(945, 6)
(947, 6)
(948, 3)
(948, 4)
(949, 3)
(950, 5)
(951, 4)
(951, 6)
(952, 3)
(954, 5)
(955, 4)
(955, 6)
(957, 3)
(957, 6)
(959, 3)
(960, 5)
(961, 6)
(963, 4)
(964, 5)
(964, 6)
(965, 5)
(966, 3)
(967, 3)
(968, 4)
(968, 6)
(970, 5)
(971, 5)
(972, 3)
(974, 3)
(974, 4)
(976, 5)
(976, 6)
(977, 4)
(977, 6)
(979, 3)
(980, 5)
(981, 5)
(982, 3)
(983, 4)
(983, 6)
(985, 3)
(985, 5)
(986, 4)
(986, 6)
(989, 5)
(990, 4)
(990, 6)
(992, 3)
(993, 5)
(995, 3)
(995, 4)
(995, 5)
(998, 5)
(998, 6)
(1000, 5)
(1000, 6)
(1001, 3)
(1001, 4)
(1001, 6)
(1003, 4)
(1003, 6)
(1007, 5)
(1007, 6)
(1008, 3)
(1010, 4)
(1010, 5)
(1011, 3)
(1012, 5)
(1013, 5)
(1014, 3)
(1014, 4)
(1017, 5)
(1017, 6)
(1018, 3)
(1018, 5)
(1019, 4)
(1019, 6)
(1022, 5)
(1024, 3)
(1024, 4)
(1024, 5)
(1025, 4)
(1025, 6)
(1028, 3)
(1029, 5)
(1030, 6)
(1031, 3)
(1032, 6)
(1034, 4)
(1034, 5)
(1035, 5)
(1036, 3)
(1037, 5)
(1038, 3)
(1038, 4)
(1038, 6)
(1042, 4)
(1042, 5)
(1043, 6)
(1044, 3)
(1045, 6)
(1046, 4)
(1046, 5)
(1048, 3)
(1050, 4)
(1050, 5)
(1051, 4)
(1053, 6)
(1054, 4)
(1055, 4)
(1055, 5)
(1056, 5)
(1057, 3)
(1057, 5)
(1058, 4)
(1058, 6)
(1061, 3)
(1062, 5)
(1064, 3)
(1064, 4)
(1065, 5)
(1066, 3)
(1066, 4)
(1068, 5)
(1069, 6)
(1070, 6)
(1071, 5)
(1072, 4)
(1073, 3)
(1074, 3)
(1075, 4)
(1075, 6)
(1077, 5)
(1078, 3)
(1079, 4)
(1080, 3)
(1081, 3)
(1083, 6)
(1084, 4)
(1085, 3)
(1085, 4)
(1086, 5)
(1088, 6)
(1089, 6)
(1090, 3)
(1090, 4)
(1091, 3)
(1092, 6)
(1094, 4)
(1095, 4)
(1096, 6)
(1097, 3)
(1097, 5)
(1097, 6)
(1098, 4)
(1098, 6)
(1101, 3)
(1102, 4)
(1102, 5)
(1102, 6)
(1105, 3)
(1105, 5)
(1108, 3)
(1108, 4)
(1109, 3)
(1109, 5)
(1110, 4)
(1110, 6)
(1113, 3)
(1113, 5)
(1114, 6)
(1117, 4)
(1117, 5)
(1118, 5)
(1119, 5)
(1120, 3)
(1121, 5)
(1123, 4)
(1124, 6)
(1125, 4)
(1125, 5)
(1125, 6)
(1126, 6)
(1128, 3)
(1129, 6)
(1130, 5)
(1132, 4)
(1133, 3)
(1133, 4)
(1135, 5)
(1135, 6)
(1136, 4)
(1136, 6)
(1137, 3)
(1139, 5)
(1140, 3)
(1141, 6)
(1142, 4)
(1142, 5)
(1143, 3)
(1145, 3)
(1146, 4)
(1146, 5)
(1147, 3)
(1149, 3)
(1149, 5)
(1150, 4)
(1150, 6)
(1153, 3)
(1154, 3)
(1155, 3)
(1156, 5)
(1157, 4)
(1159, 4)
(1160, 4)
(1161, 4)
(1161, 5)
(1162, 4)
(1163, 4)
(1164, 3)
(1165, 3)
(1167, 3)
(1167, 4)
(1168, 5)
(1169, 4)
(1170, 3)
(1171, 3)
(1171, 5)
(1173, 3)
(1175, 4)
(1175, 5)
(1176, 3)
(1178, 3)
(1178, 4)
(1179, 5)
(1180, 3)
(1181, 3)
(1182, 3)
(1183, 3)
(1183, 5)
(1184, 4)
(1186, 3)
(1187, 5)
(1189, 3)
(1189, 4)
(1190, 3)
(1191, 3)
(1192, 3)
(1193, 3)
(1195, 4)
(1195, 5)
(1197, 6)
(1198, 3)
(1198, 4)
(1199, 5)
